-108.29134,49.563377,6.586695,-2.2822216,-15.091315,-16.988222,-16.920391,-8.387231,-7.5990095,-2.9016793,-2.6609821,1.5988364,-8.2738,-3.1944964,-8.895624,-2.5323281,-7.839497,-5.8930173,-10.984783,-4.0829883,-7.6018844,-1.2969311,-2.5206878,3.4960332,1.754521,5.2708898,3.7981286,9.789376,3.2597811,6.2740993,1.1660992,2.4265845,-5.615024,-1.4367545,-7.0914025,-6.052245,-12.293768,-9.310145,-12.331042,-6.938066
-121.04783,74.188835,-21.646646,-9.465394,-21.980406,-13.572031,-14.430763,-5.460523,-9.87702,-2.9259264,-2.3178644,1.0339732,-6.6117597,-2.097898,-8.391942,-4.202649,-10.192632,-4.121299,-10.628655,-4.0863767,-7.605266,-2.457638,-6.370514,0.8386587,-0.3813938,3.0429127,1.1226658,8.301044,1.9892285,6.493909,1.1471738,1.7715526,-4.7719846,-2.2520008,-6.4078584,-6.062137,-12.977733,-9.069751,-11.04585,-7.129568
-30.795155,29.127756,9.13957,1.8331813,-10.536261,-11.577291,-7.3162193,-7.254647,-7.307358,-4.272377,-7.855989,2.8987968,-7.0227847,-2.1131127,-6.7580895,-1.47314,-7.981025,-2.6132896,-6.2308683,-3.0688243,-6.7344894,1.3743392,-5.0837274,0.7875411,-3.7752862,2.7506223,-0.74025583,5.1510987,1.9216418,7.01457,-0.80690855,3.917303,-3.6816878,-0.5616685,-6.620916,-5.355557,-14.171614,-10.799081,-15.1928,-10.237517
-183.17043,137.90202,-17.69798,-29.74408,-8.408781,-22.909035,-23.239948,-4.671184,-22.973394,2.7676444,-12.002062,-5.8775826,-4.969665,0.9885502,-5.7115636,-7.8665495,-5.2071447,-7.4176407,-10.964147,-1.6439914,-7.4783473,0.29809615,-3.3789313,4.0510187,1.3205519,2.343616,2.6186457,9.728135,4.442744,4.245675,0.28301,0.9629797,-1.9529411,-0.90226686,-9.190172,-8.140613,-14.209894,-11.562248,-10.724429,-7.926106
-75.443054,64.64647,-11.153946,-4.2023544,-14.370369,-26.766825,-12.310336,-8.528231,-11.478057,2.0498486,-11.751352,-1.6653678,-7.4338512,-0.070466824,-5.7605495,2.0490887,-5.2894816,-0.6708653,-9.111379,-4.1618857,-8.407285,-2.8106399,-10.49644,-0.50796896,0.28225243,3.0618572,-1.2948719,6.5594053,4.8181615,10.0455885,4.365893,5.96768,-6.3559136,-5.4018626,-9.461483,-4.8770847,-8.424144,-9.138646,-16.263285,-10.6859665
-84.715416,65.400276,-13.725656,-3.3452868,-1.7499018,-16.359482,-17.685728,-4.9029365,-18.25334,-1.6002226,-14.022284,-8.9614935,-13.886525,-5.6779194,-10.7136135,-6.5730376,-12.653837,-10.368173,-14.65182,-3.8990147,-12.380244,-4.058161,-3.333366,3.9073727,0.33018777,7.428069,4.942139,11.369018,2.7615287,8.181366,0.43799788,1.7908933,-4.147564,-1.9230442,-7.4073734,-4.677227,-9.536823,-7.870585,-12.962452,-10.159706
-80.18399,60.351807,-3.461171,-15.67386,-15.519349,-5.1023207,-18.451103,2.517388,-12.683658,-5.4692874,-4.4654417,-1.2796237,-6.831374,-0.17009567,-6.3961997,-0.4855805,-9.825862,-4.15068,-10.149769,-5.125436,-9.2822275,-1.9094248,-0.050295316,1.3548623,-0.09685326,6.400799,0.8029767,5.9623895,2.3575504,4.518527,-2.4302413,0.897812,-2.8274064,0.63937795,-7.212531,-7.83157,-13.349282,-7.990168,-12.366046,-9.201726
-92.4632,50.917225,-38.628574,-26.51257,-29.29048,-11.4508705,-21.473814,-0.9503984,-7.882342,-1.6761055,-3.4933083,1.2648774,-4.3236523,-1.2096881,-6.4513454,-1.6711857,-8.844727,-5.7062593,-13.069457,-4.930874,-8.663612,1.1512897,-3.4317837,5.2623243,3.309827,7.0005994,2.7009125,5.013239,0.55974704,5.63201,-0.9138173,2.1506996,-3.5714862,0.11764161,-7.6713567,-6.226162,-10.827679,-6.6090145,-9.314169,-5.026906
-50.426373,43.400215,-10.990042,2.1377695,-14.40855,-6.356883,-13.699373,-2.8942516,-9.394445,-0.3409133,-7.2444315,-0.4796207,-6.247179,0.112222135,-8.243724,-1.2430336,-10.682037,-2.4052844,-9.1338625,-3.8132308,-8.467915,-2.8897035,-5.238832,1.8006045,0.2954582,3.8950872,-0.30449075,8.127009,2.762488,8.629506,1.4324788,2.5521264,-4.8604903,-3.1333888,-9.088076,-5.4573364,-9.871558,-8.799634,-13.450565,-10.569028
-70.04103,49.743214,-31.035128,-1.5668162,-11.405331,-4.870996,-11.477586,1.993507,-9.673272,2.2636602,-3.611993,0.9255499,-2.2424114,2.6104038,-4.270187,-2.5496738,-7.4451776,-5.3771787,-9.258948,-3.48739,-10.518738,-2.4553869,-3.5647845,1.7392188,0.2213236,5.148148,1.1557283,4.9256005,0.38447988,7.1482663,0.66621625,1.888797,-5.4258814,-1.3871907,-7.831257,-8.626487,-14.361652,-9.194576,-10.391908,-5.760803
